DY, 126435.921875, 884.35462856292725, 4.8786153793334961
GJets, 21.237958908081055, 0, 0
SingleTop, 266.74468994140625, 5.5622386932373047, 0
ZH, 33.608039855957031, 0.84838374859828036, 0.0051689958199858665
VV, 2163.178955078125, 20.742660343647003, 0.21452885866165161
TT, 2016.54248046875, 49.439157947897911, 0.20271538197994232
VG, 3230.8828125, 27.628393173217773, 0
QCD, 2.5821175575256348, 0, 0
WJets, 65.683769226074219, 0, 0
Total, 134236.375, 988.57551217328, 5.3010287284851074
altTT, 2129.100341796875, 38.42387717962265, 0.67194312810897827
altVV, 1439.0927734375, 15.102515205740929, 0.19489191472530365
altDY, 126437.2421875, 884.35462856292725, 4.8786153793334961
light, 129644.4296875, 911.98304653167725, 4.8786153793334961
light_alt, 129644.4296875, 911.98304653167725, 4.8786153793334961
heavy, 2283.287109375, 55.001398548483849, 0.20271538197994232
heavy_alt, 2395.844970703125, 43.986113965511322, 0.67194312810897827
other, 2308.668701171875, 21.591044085726026, 0.21969784796237946
other_alt, 1584.582275390625, 15.950898947819951, 0.20006090402603149
ZZ, 554.67047119140625, 7.378014549612999, 0.19489191472530365
WZ, 836.35247802734375, 7.7245001792907715, 0
WW, 48.069782257080078, 0, 0
h_Sig_MS55ct100, 3.5759897232055664, 8.2125089466571808, 2.1349246501922607
h_Sig_MS55ct100_EGSUp, 3.6475396156311035, 8.3425672501325607, 2.1539669036865234
h_Sig_MS55ct100_EGSDown, 3.4641313552856445, 8.0751657783985138, 2.1207423210144043
h_Sig_MS55ct100_MESUp, 3.5759897232055664, 8.2125089466571808, 2.1349246501922607
h_Sig_MS55ct100_MESDown, 3.5759897232055664, 8.2125089466571808, 2.1349246501922607
h_Sig_MS55ct100_LeptonSFUp, 3.6255230903625488, 8.322901114821434, 2.1643562316894531
h_Sig_MS55ct100_LeptonSFDown, 3.5264573097229004, 8.102120578289032, 2.1054935455322266
